part_number,quantity,guide_parice
54213-409DCA,100,0.731
A0019-0961M,1,107.27
A3917-200,1,107.27
ASNA3917-200,1,107.27
ASNA0019-0961M,1,107.27
A0019-0965M,2,110.4745
ASNA0019-0965M,2,110.4745
ASNA0021-15N05,50,2.1845
CP3514,50,1.547
CA3200-26,10,3.774
C110,100,0.612
DA55-80-20,100,0.153
DHS139-4CPVNOIR,1,13.039
11401,1,13.039
DHS433-141.05,10,3.417
DHS433-141-05,10,3.417
5PA106,10,3.417
DHS433-141.06,10,3.9015
DHS433-141-06,10,3.9015
6PA106,10,3.9015
DHS433-151.04,10,3.162
DHS433-151-04,10,3.162
3016733,10,3.162
4PA108,10,3.162
4PA108NYLSTOP,10,3.162
DHS613-513.23,1,63.767
DHS613-513-23,1,63.767
RV6E10-3E10DEAL,1,63.767
RV6E103E10DEAL,1,63.767
8603-356,1,63.767
P65717496,1,63.767
DHS613-595.05,20,1.462
DHS613-595-05,20,1.462
R13310,20,1.462
DHS613-595.08,10,2.108
R13314,10,2.108
DHS613-595-08,10,2.108
84426-140,10,2.108
DHS711-713.60,20,1.4875
DHS711-713-60,20,1.4875
DHS711-714-60,20,1.173
DHS711-714.60,20,1.173
DHS711-716.50,10,5.0405
DHS711-716-50,10,5.0405
DHS713-112.02,1,31.8325
DHS713-112-02,1,31.8325
1105-20-02,1,31.8325
208-2B-02M,1,31.8325
2411-022-17006,1,31.8325
DHS713-112.04,1,33.779
DHS713-112-04,1,33.779
DHS713-112.06,1,33.575
DHS713-112-06,1,33.575
001105-206-02,1,33.575
1105-20-06,1,33.575
FMJ 10 E 20 06K,1,33.575
DHS713-112.08,1,35.0795
DHS713-112-08,1,35.0795
1105-20-08,1,35.0795
DHS713-112.11,1,34.9775
DHS713-112-11,1,34.9775
FMJ10E20-11T,1,34.9775
FMJ10E2011K,1,34.9775
FMJ 10E 20-11 G,1,34.9775
DHS713-121.02,1,76.3555
DHS713-121-02,1,76.3555
DHS713-125.01,2,46.665
DHS713-125-01,2,46.665
1107A20,2,46.665
DHS713-191.02,2,15.8185
DHS713-191-02,2,15.8185
1103-20,2,15.8185
DHS713-193.02,1200,2.448
DHS713-193-02,1200,2.448
DHS713-193.03,1200,0.493
DHS713-193-03,1200,0.493
DHS715-121.20,20,0.612
DHS715-121-20,20,0.612
164715-1,20,0.612
DHS731-116-13,100,1.1135
DHS731-116.13,100,1.1135
DHS751-111.06,50,1.4025
DHS751-111-06,50,1.4025
DHS773-280.10,2,4.046
DHS773-280-10,2,4.046
008-0253-16,2,4.046
DHS793-511-00,1,65.705
DHS793-511.00,1,65.705
1976A109-16,1,65.705
DHS793-511.16,1,65.705
DHS793-511-16,1,65.705
1976A109-02,1,65.705
DHS795-254.00,1,25.2365
DHS795-254-00,1,25.2365
R143018,1,25.2365
R143018000,1,25.2365
DHS812-252.00,1,21.9215
DHS812-252-00,1,21.9215
DHS812-653.00,1,27.8035
DHS812-653-00,1,27.8035
E0043-3C0,20,1.241
T120RA3WNOIR,20,1.241
E0606-01,100,0.544
E0607-01,10,1.8955
DHS515-101-50,10,1.8955
GP6,100,1.0455
HA21-1U,10,1.717
F50201A,10,1.717
D1,10,1.717
D1-1,10,1.717
HA21F1A,10,1.717
HM10BCL100G,10,9.52
HM10 BCL 100G,10,9.52
HM10DGA100G,10,5.3805
H503-1-081-156,1,147.3985
H5031-081-156,1,147.3985
JET27-32V,2,15.691
27-32V,2,15.691
L22811-1,10,7.004
22811-1,10,7.004
9200001,10,7.004
MS27980-1N,50,0.595
MS29561-217,10,4.5645
MS51957-32B,10,1.8615
NU503-1,100,0.3825
1903367001,100,0.3825
190336701,100,0.3825
NU501,50,1.615
NU504-1,10,0.646
PE30LPRPAAL1KM,1,35.938
PE30LLFR102MABG069,1,35.938
Q4681,1,255.527
3020865,1,255.527
SY20306,1,255.527
SL210M3-1,10,3.196
SL210M5-1,10,3.162
SL212M5-1,5,4.6155
SRDJ-M3,1,126.514
420204F,1,126.514
SSM2S,10,0.476
SSMM2B,10,0.476
SST2H,100,0.4675
D4-S6-400SS,10,13.1155
S6-400SS,10,13.1155
1-163035-0,50,0.6035
1-163032-9,20,1.071
1-163036-0,50,0.578
1-163038-0,100,0.425
1-480351-0,5,0.238
"1,83X8,92-61D6",2,12.5545
1-83X8-92-61D6,2,12.5545
1N3942,5,19.4735
F102,5,19.4735
1N5618,10,17.5355
YE-A0004E,10,17.5355
120VC01,1,82.3565
12739-1,1,68.068
151679-9,20,0.714
163304-4,50,0.8245
163557-4,100,0.799
163558-4,100,0.799
"2,5X19-23B7",5,10.0895
2-5X19-23B7,5,10.0895
"2,5PA108",10,2.9155
2-5PA108,10,2.9155
25PA108,10,2.9155
21215DB2408,100,0.1445
L21215-24-8DB,100,0.1445
21215DC2406J,100,0.204
L21215-24-6DCJ,100,0.204
21215DC2407J,200,0.0765
L21215-24-7DCJ,200,0.0765
21215DC2408J,100,0.2125
L21215-24-8DCJ,100,0.2125
21215DC2410J,100,0.2295
L21215-24-10DCJ,100,0.2295
21215DC3205J,100,0.068
L21215-32-5DCJ,100,0.068
21215DC3206J,100,0.221
L21215-32-6DCJ,100,0.221
21215DC3208J,100,0.2295
L21215-32-8DCJ,100,0.2295
21215DC3209J,50,0.2465
L21215-32-9DCJ,50,0.2465
21215DC3210J,100,0.2635
L21215-32-10DCJ,100,0.2635
21215DC3211J,100,0.272
L21215-32-11DCJ,100,0.272
21215DC3212J,100,0.2805
L21215-32-12DCJ,100,0.2805
21215DC3218J,100,0.34
21215DC4010J,100,0.2975
L21215-40-10DCJ,100,0.2975
21215DC3240J,100,0.5355
21215DC4011J,100,0.3145
L21215-40-11DCJ,100,0.3145
21215DC4012J,100,0.3145
L21215-40-12DCJ,100,0.3145
21215DC4015J,100,0.374
L21215-40-15DCJ,100,0.374
21215DC4810J,100,0.374
L21215-48-10DCJ,100,0.374
21215DC4812J,100,0.3995
L21215-48-12DCJ,100,0.3995
21215DC4814J,100,0.442
L21215-48-14DCJ,100,0.442
21215TB2407,100,0.7395
21215TB3206,100,1.0115
L21215-32-6TB,100,1.0115
21215TB3208,100,1.139
L21215-32-8TB,100,1.139
21215TB3207,100,1.071
L21215-32-7TB,100,1.071
21215TB3209,100,1.19
L21215-32-9TB,100,1.19
21215TB3212,100,1.377
L21215-32-12TB,100,1.377
21217DB3208,100,0.119
21217DB3209,100,0.1445
L21217-32-9DB,100,0.1445
21217DC2404J,200,0.1445
L21217-24-4DCJ,200,0.1445
21217DC2405J,200,0.1445
L21217-24-5DCJ,200,0.1445
21217DC2406J,100,0.153
21217DC024006J,100,0.153
L21217-24-6DCJ,100,0.153
21217DC2407J,100,0.1785
L21217-24-7DCJ,100,0.1785
21217DC2408J,100,0.1785
21217DC24-08J,100,0.1785
L21217-24-8DCJ,100,0.1785
21217DC2412J,100,0.1955
L21217-24-12DCJ,100,0.1955
21217DC2409J,100,0.1785
L21217-24-9DCJ,100,0.1785
21217DC2410J,100,0.187
L21217-24-10DCJ,100,0.187
21217DC2415J,100,0.1955
L21217-24-15DCJ,100,0.1955
21217DC2417J,100,0.2295
L21217-24-17DCJ,100,0.2295
21217DC3205J,100,0.1275
L21217-32-5DCJ,100,0.1275
21217DC3206J,100,0.1785
L21217-32-6DCJ,100,0.1785
21217DC3208J,100,0.1955
L21217-32-8DCJ,100,0.1955
21217DC3209J,100,0.204
21217DC3210J,100,0.2125
L21217-32-10DCJ,100,0.2125
21217DC3212J,100,0.2295
L21217-32-12DCJ,100,0.2295
21217DC3215J,100,0.2635
L21217-32-15DCJ,100,0.2635
21217DC3228J,100,0.391
21217DC4007J,200,0.1445
L21217-40-7DCJ,200,0.1445
21217DC4009J,100,0.238
L21217-40-9DCJ,100,0.238
21217DC4010J,100,0.272
L21217-40-10DCJ,100,0.272
21217DC4011J,100,0.1445
21217DC4812J,100,0.34
L21217-48-12DCJ,100,0.34
21217DC4013J,100,0.2975
L21217-40-13DCJ,100,0.2975
21217TB2408,100,0.731
L21217-24-8TB,100,0.731
22125BC030010L,50,1.394
L22125-30-10BCL,50,1.394
22125BC040012L,50,1.9295
L22125-40-12BCL,50,1.9295
22125BC040008L,20,1.955
L22125-40-8BCL,20,1.955
22125BC040014L,10,2.5415
L22125-40-14BCL,10,2.5415
22125BC040016L,10,5.3975
L22125-40-16BCL,10,5.3975
22125BC040018L,25,4.403
L22125-40-18BCL,25,4.403
22125BC040020L,10,5.3465
L22125-40-20BCL,10,5.3465
22125BC040024L,10,1.428
L22125-40-24BCL,10,1.428
22125BC040022L,20,5.0065
L22125-40-22BCL,20,5.0065
22125BC040026L,20,5.202
L22125-40-26BCL,20,5.202
22125BC040056L,10,4.267
22125BC040068L,10,4.5135
22125BC050010L,10,2.448
22125BC050012L,10,2.7285
9801051214,10,2.7285
22125BC050014L,20,2.7965
22125BC050018L,50,2.295
22125BC050020L,10,5.4315
22125BC050022L,10,5.5165
22125BC050024L,10,5.899
22125BC050026L,10,4.794
22125BC050028L,10,5.8055
22125BC050030L,10,4.097
9801053014,10,4.097
22125BC050032L,5,7.5225
22125BC050034L,10,6.3495
9801053414,10,6.3495
22125BC050036L,10,6.4345
9801053614,10,6.4345
22125BC050038L,20,5.916
22125BC050040L,20,5.984
9801054014,20,5.984
22125BC050044L,10,6.46
22125BC050048L,10,6.222
22125BC050052L,10,4.8875
22125BC050068L,1,11.9425
22125BC060010L,10,3.06
22125BC060012L,10,3.1875
22125BC060014L,10,3.332
22125BC060016L,10,3.8335
22125BC060018L,10,3.6805
22125BC060026L,10,6.4345
22125BC060032L,10,6.7575
22125BC060036L,1,10.4295
22125BC060042L,10,4.9895
22125BC060038L,10,6.5705
22125BC060046L,10,7.48
22125BC060052L,10,6.1625
22125BC080016L,10,1.207
22125BC080032L,10,7.6415
22125BC080026L,10,6.7575
22125BE080026L,10,7.208
22125BE080032L,10,1.8785
22125BE080044L,10,8.3045
22126BC040014L,20,2.176
22126BC050014L,20,3.0005
22126BC050012L,10,2.8305
9802051214,10,2.8305
22126BC050020L,10,7.8625
22126BC050024L,10,8.109
22126BC050028L,10,8.4915
22126BC060012L,10,3.6635
22126BC060026L,10,8.7635
22126BC060014L,10,4.08
22126BC060028L,10,8.874
22126BC060036L,10,9.4605
22126BE060016L,10,4.59
22129BC080022L,5,2.839
L22129-80-22BCL,5,2.839
22129BC060024L,10,12.988
L22129-60-24BCL,10,12.988
22129BC080044L,10,17.3995
22129BC080030L,10,15.317
L22129-80-30BCL,10,15.317
22129BC100110L,5,30.7615
22201BC050003L,10,5.389
L22201-50-3BCL,10,5.389
22201BC050004L,20,4.8535
L22201-50-4BCL,20,4.8535
22201BC050005L,10,5.423
L22201-50-5BCL,10,5.423
22201BC050006L,10,5.491
L22201-50-6BCL,10,5.491
22201BC050007L,10,5.5165
L22201-50-7BCL,10,5.5165
22201BC050008L,10,5.5845
L22201-50-8BCL,10,5.5845
22201BC050009L,20,5.049
L22201-50-9BCL,20,5.049
22201BC050010L,10,5.661
L22201-50-10BCL,10,5.661
22201BC050011L,10,5.695
L22201-50-11BCL,10,5.695
22201BC050012L,10,5.7545
L22201-50-12BCL,10,5.7545
22201BC050013L,10,5.797
L22201-50-13BCL,10,5.797
22201BC050016L,10,5.95
L22201-50-16BCL,10,5.95
22201BC050015L,20,5.2955
L22201-50-15BCL,20,5.2955
22201BC050018L,10,6.0775
L22201-50-18BCL,10,6.0775
22201BC050019L,10,6.12
L22201-50-19BCL,10,6.12
22201BC050020L,10,6.018
L22201-50-20BCL,10,6.018
22201BC050022L,20,5.6015
22201BC050024L,10,6.29
L22201-50-24BCL,10,6.29
22201BC050028L,10,6.5025
22201BC050030L,10,6.5875
L22201-50-30BCL,10,6.5875
22201BC050032L,10,6.8425
L22201-50-32BCL,10,6.8425
22201BC050036L,10,6.8765
L22201-50-36BCL,10,6.8765
22201BC050050L,10,7.225
22201BC050052L,10,7.0295
L22201-50-52BCL,10,7.0295
22201BC060004L,20,5.185
L22201-60-4BCL,20,5.185
22201BC060006L,10,5.746
L22201-60-6BCL,10,5.746
22201BC060005L,10,5.8735
L22201-60-5BCL,10,5.8735
22201BC060007L,5,7.1315
L22201-60-7BCL,5,7.1315
22201BC060008L,20,5.355
L22201-60-8BCLE,20,5.355
L22201-60-8BCL,20,5.355
22201BC060009L,10,5.9245
L22138BC060BCL,10,5.9245
L22201-60-9BCL,10,5.9245
22201BC060010L,10,6.086
L22201-60-10BCL,10,6.086
22201BC060011L,10,6.1285
L22201-60-11BCL,10,6.1285
22201BC060013L,10,6.239
L22201-60-13BCL,10,6.239
22201BC060014L,10,6.12
L22201-60-14BCL,10,6.12
22201BC060016L,10,6.2305
L22201-60-16BCL,10,6.2305
22201BC060018L,10,6.3665
L22201-60-18BCL,10,6.3665
22201BC060026L,10,4.6325
22201BC060022L,10,6.7915
22201BC060024L,10,6.8425
L22201-60-24BCL,10,6.8425
22201BC060029L,10,7.157
L22201-60-29BCL,10,7.157
22201BC060030L,10,7.0295
L22201-60-30BCL,10,7.0295
22201BC060036L,10,7.276
L22201-60-36BCL,10,7.276
22201BC060038L,10,7.072
L22201-60-38BCL,10,7.072
22201BC060048L,10,7.4545
L22201-60-48BCL,10,7.4545
22201BC060044L,10,18.479
22201BC060050L,10,7.5395
L22201-60-50BCL,10,7.5395
22201BC060052L,5,9.2565
22201BC060054L,1,18.615
22201BC080005L,10,6.341
L22201-80-5BCL,10,6.341
22201BC080006L,5,7.684
L22201-80-6BCL,5,7.684
22201BC080008L,2,8.9505
L22201-80-8BCL,2,8.9505
22201BC080009L,10,6.7745
L22201-80-9BCL,10,6.7745
22201BC080012L,10,6.9955
L22201-80-12BCL,10,6.9955
22201BC080014L,10,6.8935
L22201-80-14BCL,10,6.8935
22201BC080013L,10,7.072
L22201-80-13BCL,10,7.072
22201BC080015L,10,7.1655
L22201-80-15BCL,10,7.1655
22201BC080016L,10,7.1145
L22201-80-16BCL,10,7.1145
22201BC080019L,10,7.463
L22201-80-19BCL,10,7.463
22201BC080020L,10,7.565
L22201-80-20BCL,10,7.565
22201BC080032L,10,8.3385
22201BC080058L,10,8.8655
L22201-80-58BCL,10,8.8655
22201BC080068L,2,13.005
L22201-80-68BCL,2,13.005
22201BC120080L,1,20.3575
L22201-120-80BCL,1,20.3575
22201BE050003L,10,5.3125
22201BE060010L,10,5.899
22201BE060012L,10,6.205
L22201-60-12BEL,10,6.205
22201BE060020L,1,6.63
22201BE070012L,10,6.494
22201BE080016L,10,7.055
22201BE080018L,10,7.429
L22201-80-18BEL,10,7.429
22201BE080022L,10,6.0945
22202BC060020L,10,10.5995
L22202-60-20BCL,10,10.5995
22202BC050003L,10,8.7975
L22202-50-3BCL,10,8.7975
22202BC050004L,10,0.765
22208BC030006L,20,0.629
22208BC030008L,20,1.6915
L22208-30-8BCL,20,1.6915
22208BC030010L,10,1.8955
L22208-30-10BCL,10,1.8955
22208BC030012L,10,0.7905
22208BC040006L,10,0.714
L22208-40-6BCL,10,0.714
22208BC030014L,10,2.1165
L22208-30-14BCL,10,2.1165
22208BC040008L,10,2.057
22208BC040010L,10,1.377
2220BC040010L,10,1.377
L22208-40-10BCL,10,1.377
22208BC040010T,1,7.6755
L22208-40-10BCT,1,7.6755
22208BC040014L,20,2.346
L22208-40-14BCL,20,2.346
22208BC040016L,10,2.499
L22208-40-16BCL,10,2.499
22208BC040018L,10,2.618
22208BC040012L,50,1.4705
L22208-40-12BCL,50,1.4705
22208BC040020L,10,0.9775
L22208-40-20BCL,10,0.9775
22208BC040022L,20,0.986
L22208-40-22BCL,20,0.986
22208BC040028L,10,1.1815
22208BC050008L,10,0.8415
L22208-50-8BCL,10,0.8415
22208BC050010L,20,2.142
L22208-50-10BCL,20,2.142
22208BC050012T,10,2.142
L22208-50-12BCT,10,2.142
22208BC050014L,50,1.836
22140BC050014L,50,1.836
L22208-50-14BCL,50,1.836
22208BC050018L,10,2.8815
L22208-50-18BCL,10,2.8815
22208BC050016L,50,2.04
L22208-50-16BCL,50,2.04
22208BC050020L,50,2.1675
L22208-50-20BCL,50,2.1675
22208BC050022L,50,2.3035
L22208-50-22BCL,50,2.3035
22208BC050024L,20,3.0855
22208BC050026L,20,3.1875
L22208-50-26BCL,20,3.1875
22208BC050028L,20,3.315
22208BC050030L,10,3.723
L22208-50-30BCL,10,3.723
22208BC050038L,10,1.632
22208BC060012L,20,2.669
L22208-60-12BCL,20,2.669
22208BC060010L,10,2.6775
951176,10,2.6775
L22208-60-10BCL,10,2.6775
22208BC060014L,20,2.8645
L22208-60-14BCL,20,2.8645
22208BC060016L,20,3.0005
L22208-60-16BCL,20,3.0005
22208BC060018L,20,3.162
L22208-60-18BCL,20,3.162
22208BC060020L,10,3.5445
L22208-60-20BCL,10,3.5445
22208BC060022L,10,3.723
L22208-60-22BCL,10,3.723
22208BC060024L,10,3.8335
22208BC060026L,10,1.564
22208BC080016L,10,4.386
L22208-80-16BCL,10,4.386
22208BC060030L,10,4.318
L22208-60-30BCL,10,4.318
22208BC080024L,10,1.9975
22208CM050012,10,7.157
22208CM040010,20,6.188
22209BC030006L,10,2.0485
22208CM060014,10,4.7685
22209BC040010L,10,2.55
22209BC050008L,20,2.1505
L22209-50-8BCL,20,2.1505
22209BC050010L,10,2.788
L22209-50-10BCL,10,2.788
22209BC050012L,20,2.788
L22209-50-12BCL,20,2.788
22209BC050014L,10,3.1365
L22209-50-14BCL,10,3.1365
22209BC050016L,20,3.1365
L22209-50-16BCL,20,3.1365
22209BC060012L,10,3.468
L22209-60-12BCL,10,3.468
22209BC060010L,10,3.1875
L22209-60-10BCL,10,3.1875
22209BC060018L,10,4.046
L22209-60-18BCL,10,4.046
22220BC040012L,10,5.0575
L22220-40-12BCL,10,5.0575
1606-122,10,5.0575
22220BC050018L,10,7.446
1607-182,10,7.446
22220BC050015L,5,8.6275
22220BC050020L,5,9.843
22220BC050024L,2,30.8125
L22220-50-24BCL,2,30.8125
22220BC050026L,10,9.0185
22220BC060015L,5,11.424
22220BE060040L,10,15.351
22251BC030012L,20,1.921
L22251-30-12BCL,20,1.921
22251BC040014L,10,2.584
L22251-40-14BCL,10,2.584
22251BC040020L,20,2.635
22251BC040016L,20,2.3545
L22251-40-16BCL,20,2.3545
22251BC040022L,10,3.179
L22251-40-22BCL,10,3.179
22251BC040024L,10,3.196
L22251-40-24BCL,10,3.196
22251BC040026L,10,3.4595
L22251-40-26BCL,10,3.4595
22251BC040028L,10,3.604
22251BC050018L,10,3.3745
22251BC050016L,10,3.1705
L22251-50-16BCL,10,3.1705
22251BC050020L,20,3.111
22251BC050026L,10,4.1905
22251BC050024L,10,3.995
22251BC050022L,10,3.7825
22251BC050028L,10,4.3775
22251BC050036L,10,5.321
22251BC060028L,10,5.236
22252BC050004L,10,2.9835
L22252-50-4BCL,10,2.9835
22252BC050005L,10,3.009
L22252-50-5BCL,10,3.009
22252BC050006L,10,3.0855
22252BC050010L,10,3.5275
22258BC050010L,10,3.5275
L22252-50-10BCL,10,3.5275
22252BC050009L,10,3.3915
L22252-50-9BCL,10,3.3915
22252BC050012L,10,3.978
L22252-50-12BCL,10,3.978
22252BC050007L,10,3.2555
L22252-50-7BCL,10,3.2555
22252BC050013L,10,3.5785
L22252-50-13BCL,10,3.5785
22252BC050014L,10,3.944
L22252-50-14BCL,10,3.944
22252BC050015L,10,4.0715
L22252-50-15BCL,10,4.0715
22252BC050016L,10,4.1055
L22252-50-16BCL,10,4.1055
22252BC050018L,10,4.301
L22252-50-18BCL,10,4.301
22252BC050019L,10,4.471
L22252-50-19BCL,10,4.471
22252BC050020L,20,3.927
L22252-50-20BCL,20,3.927
22252BC050024L,10,4.6325
L22252-50-24BCL,10,4.6325
22252BC060012L,10,4.522
L22252-60-12BCL,10,4.522
22252BC060030L,10,7.0465
L22252-60-30BCL,10,7.0465
22252BC060032L,5,8.976
L22252-60-32BCL,5,8.976
22256BC030010L,50,1.751
L22256-30-10BCL,50,1.751
22256BC030014L,10,2.9495
22256BC030012L,50,0.612
L22256-30-12BCL,50,0.612
22256BC030016L,10,2.3715
22256BC030020L,10,2.686
L22163-30-20BCL,10,2.686
22256BC030026L,10,3.145
22256BC040006L,10,0.544
22256BC040008L,10,2.0315
9840040814,10,2.0315
L22256-40-8BCL,10,2.0315
22256BC040010L,20,2.2355
L22256-40-10BCL,20,2.2355
22256BC040012L,20,2.346
9840041214,20,2.346
L22256-40-12BCL,20,2.346
22256BC040014L,50,1.5725
L22256-40-14BCL,50,1.5725
22256BC040016L,10,2.737
L22256-40-16BCL,10,2.737
22256BC040018L,10,3.1025
L22256-40-18BCL,10,3.1025
22256BC040020L,10,3.2725
L22256-40-20BCL,10,3.2725
22256BC040026L,10,3.5105
L22256-40-26BCL,10,3.5105
22256BC040028L,10,3.6805
22256BC040030L,10,3.842
22256BC040034L,10,2.278
22256BC040038L,10,4.522
22256BC050012L,10,3.0175
9840051214,10,3.0175
L22256-50-12BCL,10,3.0175
22256BC050008L,20,2.7115
L22256-50-8BCL,20,2.7115
22256BC050014L,20,3.009
L22256-50-14BCL,20,3.009
22256BC050016L,50,3.23
L22256-50-16BCL,50,3.23
22256BC050020L,50,3.5955
L22256-50-20BCL,50,3.5955
22256BC050022L,20,3.7825
22256BC050024L,10,3.944
22256BC050026L,10,4.148
L22256-50-26BCL,10,4.148
22256BC060014L,10,3.383
L22256-60-14BCL,10,3.383
22256BC060018L,10,3.8845
22256CM050012,10,4.709
22256TK050012X,10,6.035
22271BC030010L,10,1.5045
L22271-30-10BCL,10,1.5045
22271BC030012L,10,1.598
L22271-30-12BCL,10,1.598
22271BC030014L,10,1.6235
L22271-30-14BCL,10,1.6235
22271BC040012L,10,1.7425
L22271-40-12BCL,10,1.7425
22271BC040014L,20,1.53
L22271-40-14BCL,20,1.53
22271BC040016L,20,1.581
L22271-40-16BCL,20,1.581
22271BC040026L,10,2.465
L22271-40-26BCL,10,2.465
22271BC040018L,20,1.666
L22271-40-18BCL,20,1.666
22271BC040024L,20,1.9295
L22271-40-24BCL,20,1.9295
22271BC040028L,10,2.584
L22271-40-28BCL,10,2.584
22271BC040030L,10,2.686
L22271-40-30BCL,10,2.686
22271BC040036L,10,3.0515
22271BC050016L,10,2.3545
L22271-50-16BCL,10,2.3545
22271BC050014L,20,1.7595
L22271-50-14BCL,20,1.7595
22271BC050018L,20,2.0315
L22271-50-18BCL,20,2.0315
22271BC050020L,10,2.618
L22271-50-20BCL,10,2.618
22271BC050022L,10,2.737
L22271-50-22BCL,10,2.737
22271BC050026L,10,2.958
L22271-50-26BCL,10,2.958
22271BC050030L,10,3.2895
L22271-50-30BCL,10,3.2895
22271BC050034L,10,3.57
L22271-50-34BCL,10,3.57
22271BC050036L,10,3.723
L22271-50-36BCL,10,3.723
22271BC050038L,10,3.9865
L22271-50-38BCL,10,3.9865
22271BC060018L,10,2.839
L22271-60-18BCL,10,2.839
22271BC060026L,10,5.1425
L22271-60-26BCL,10,5.1425
22271BC060032L,10,4.352
L22271-60-32BCL,10,4.352
22271BC060036L,10,4.403
L22271-60-36BCL,10,4.403
22271CE030010,10,3.9015
22271CE040012,10,1.853
22272BC030006L,10,0.4845
L22272-30-6BCL,10,0.4845
22272BC030008L,20,2.9155
L22272-30-8BCL,20,2.9155
22272BC030010L,10,1.513
L22272-30-10BCL,10,1.513
22272BC030012L,20,1.411
L22272-30-12BCL,20,1.411
22272BC030014L,10,1.581
L22272-30-14BCL,10,1.581
22272BC030016L,10,1.7085
22272BC030020L,10,1.785
22272BC030026L,10,2.0485
22272BC040006L,10,1.513
L22272-40-6BCL,10,1.513
22272BC040008L,20,1.2155
L22272-40-8BCL,20,1.2155
22272BC040012L,10,1.785
L22272-40-12BCL,10,1.785
22272BC040010L,20,1.7
L22272-40-10BCL,20,1.7
22272BC040014L,20,1.513
L22272-40-14BCL,20,1.513
22272BC040016L,10,1.955
L22272-40-16BCL,10,1.955
22272BC040018L,10,2.0655
L22272-40-18BCL,10,2.0655
22272BC040020L,20,1.6745
L22272-40-20BCL,20,1.6745
22272BC040024L,10,2.38
L22272-40-24BCL,10,2.38
22272BC040030L,10,2.635
22272BC050006L,5,3.604
L22272-50-6BCL,5,3.604
22272BC050008L,20,1.479
L22272-50-8BCL,20,1.479
22272BC050010L,10,1.9295
L22272-50-10BCL,10,1.9295
22272BC050012L,20,1.581
L22272-50-12BCL,20,1.581
22272BC050014L,20,1.7595
L22272-50-14BCL,20,1.7595
22272BC050016L,10,2.312
L22272-50-16BCL,10,2.312
22272BC050018L,20,2.4055
L22272-50-18BCL,20,2.4055
22272BC050020L,20,2.04
L22272-50-20BCL,20,2.04
22272BC050022L,10,2.669
22272BC050026L,10,2.8985
22272BC050028L,10,2.8645
22272BC060012L,10,2.5415
22272BC060014L,10,2.6775
L22272-60-14BCL,10,2.6775
22272BC060016L,10,2.822
L22272-60-16BCL,10,2.822
22273CE030008,10,2.227
22273CE030010,10,1.547
22273CE030012,10,2.465
22273CE040010,10,1.7595
22273CE040014,10,1.938
22273CE040008,50,1.275
22273CE040012,50,1.3855
22273CE040016,50,2.55
22273CE040020,20,2.8475
22273CE040024,50,1.819
22293BC020010L,5,6.154
22293AG030008U,2,9.231
22294BC025020L,10,9.129
22296BC030010L,5,7.871
22296BC040010L,5,15.113
22431BC025L,20,0.8415
L22431-25BCL,20,0.8415
22431BC020L,20,0.8925
L22431-20BCL,20,0.8925
22431BC030L,20,0.969
L22431-30BCL,20,0.969
22431BC040L,20,1.0285
L22431-40BCL,20,1.0285
22431BC050L,100,0.85
L22431-50BCL,100,0.85
22431CC030,10,7.4715
L22431-30CC,10,7.4715
22435BC050L,20,1.122
L22435-50BCL,20,1.122
22432BC040L,10,4.5475
L22432-40BCL,10,4.5475
22435BC080L,10,2.04
L22435-80BCL,10,2.04
22437BC140L,10,17.578
L22437-140BCL,10,17.578
22451BC050L,10,3.7485
L22451-50BCL,10,3.7485
22451BC140L,10,19.0145
L22451-140BCL,10,19.0145
22453BC060L,20,3.7825
L22453-60BCL,20,3.7825
22453BC080L,10,5.797
L22453-80BCL,10,5.797
22461BC100L,1,15.6485
L22461-100BCL,1,15.6485
22462BC100L,10,10.659
L22462-100BCL,10,10.659
22461BC120L,10,13.7955
L22461-120BCL,10,13.7955
22462BC120L,1,18.564
L22462-120BCL,1,18.564
22542K070,10,13.3535
L22542-070K,10,13.3535
7TA10BE,10,13.3535
225554-7,1,94.9365
22719BC040008L,2,39.1425
L22719-40-8BCL,2,39.1425
22719BC040009L,2,39.729
L22719-40-9BCL,2,39.729
22719BC040012L,10,9.333
L22719-40-12BCL,10,9.333
22719BC040010L,10,9.367
L22719-40-10BCL,10,9.367
22719BC050012L,2,11.6705
L22719-50-12BCL,2,11.6705
22719BC050014L,2,41.7435
L22719-50-14BCL,2,41.7435
22719BC050016L,2,51.765
L22719-50-16BCL,2,51.765
22719BC050017L,10,10.064
L22719-50-17BCL,10,10.064
22719BC060015L,10,10.2595
L22719-60-15BCL,10,10.2595
22719BC060014L,10,11.186
L22719-60-14BCL,10,11.186
22719BC060021L,10,7.7775
L22719-60-21BCL,10,7.7775
22719BC060042L,2,15.3595
L22719-60-42BCL,2,15.3595
22719BC060047L,2,56.7545
22719BC060049L,5,11.7555
L22719-60-49BCL,5,11.7555
22719BC060050L,2,22.9755
L22719-60-50BCL,2,22.9755
22719BC060052L,5,16.286
L22719-60-52BCL,5,16.286
22731BC050009M,10,8.109
L22731-50-9BCM,10,8.109
22731BC050014M,10,7.3185
L22731-50-14BCM,10,7.3185
22731BC050018M,10,9.401
L22731-50-18BCM,10,9.401
22731BC060016M,10,8.0325
L22731-60-16BCM,10,8.0325
22731BC060017M,10,8.143
L22731-60-17BCM,10,8.143
22731BC060018M,10,8.2025
