part_number,quantity,guide_price,,,,,
A4-45SESS,2,14.178,,,,,
BDX65B,1,34.2805,,,,,
BPF15/16,50,0.425,,,,,
BPF15-16,50,0.425,,,,,
B432M,1,1082.135,,,,,
B 432 M,1,1082.135,,,,,
CP3514,50,1.547,,,,,
CA3200-26,10,3.774,,,,,
CP3513,100,0.7225,,,,,
C110,100,0.612,,,,,
C3655,5,24.3185,,,,,
DA55-80-20,100,0.153,,,,,
DHS139-4CPVNOIR,1,13.039,,,,,
11401,1,13.039,,,,,
DHS433-141.05,10,3.417,,,,,
DHS433-141-05,10,3.417,,,,,
5PA106,10,3.417,,,,,
DHS433-141.06,10,3.9015,,,,,
DHS433-141-06,10,3.9015,,,,,
6PA106,10,3.9015,,,,,
DHS433-151.04,10,3.162,,,,,
DHS433-151-04,10,3.162,,,,,
3016733,10,3.162,,,,,
4PA108,10,3.162,,,,,
4PA108NYLSTOP,10,3.162,,,,,
DHS613-513.23,1,63.767,,,,,
DHS613-513-23,1,63.767,,,,,
RV6E10-3E10DEAL,1,63.767,,,,,
RV6E103E10DEAL,1,63.767,,,,,
8603-356,1,63.767,,,,,
P65717496,1,63.767,,,,,
DHS613-595.05,20,1.462,,,,,
DHS613-595-05,20,1.462,,,,,
R13310,20,1.462,,,,,
DHS613-595.08,10,2.108,,,,,
R13314,10,2.108,,,,,
DHS613-595-08,10,2.108,,,,,
84426-140,10,2.108,,,,,
DHS711-713.60,20,1.4875,,,,,
DHS711-713-60,20,1.4875,,,,,
DHS711-714-60,20,1.173,,,,,
DHS711-714.60,20,1.173,,,,,
DHS711-716.50,10,5.0405,,,,,
DHS711-716-50,10,5.0405,,,,,
DHS713-112.02,1,31.8325,,,,,
DHS713-112-02,1,31.8325,,,,,
1105-20-02,1,31.8325,,,,,
208-2B-02M,1,31.8325,,,,,
2411-022-17006,1,31.8325,,,,,
DHS713-112.04,1,33.779,,,,,
DHS713-112-04,1,33.779,,,,,
DHS713-112.06,1,33.575,,,,,
DHS713-112-06,1,33.575,,,,,
001105-206-02,1,33.575,,,,,
1105-20-06,1,33.575,,,,,
FMJ 10 E 20 06K,1,33.575,,,,,
DHS713-112.11,1,34.9775,,,,,
DHS713-112-11,1,34.9775,,,,,
FMJ10E20-11T,1,34.9775,,,,,
FMJ10E2011K,1,34.9775,,,,,
FMJ 10E 20-11 G,1,34.9775,,,,,
DHS713-121.02,1,76.3555,,,,,
DHS713-121-02,1,76.3555,,,,,
DHS713-125.01,2,46.665,,,,,
DHS713-125-01,2,46.665,,,,,
1107A20,2,46.665,,,,,
DHS713-191.02,2,15.8185,,,,,
DHS713-191-02,2,15.8185,,,,,
1103-20,2,15.8185,,,,,
DHS713-193.02,1200,2.448,,,,,
DHS713-193-02,1200,2.448,,,,,
DHS713-193.03,1200,0.493,,,,,
DHS713-193-03,1200,0.493,,,,,
DHS715-121.20,20,0.612,,,,,
DHS715-121-20,20,0.612,,,,,
164715-1,20,0.612,,,,,
DHS731-116-13,100,1.1135,,,,,
DHS731-116.13,100,1.1135,,,,,
DHS751-111.06,50,1.4025,,,,,
DHS751-111-06,50,1.4025,,,,,
DHS793-511-00,1,65.705,,,,,
DHS793-511.00,1,65.705,,,,,
1976A109-16,1,65.705,,,,,
DHS793-511.16,1,65.705,,,,,
DHS793-511-16,1,65.705,,,,,
1976A109-02,1,65.705,,,,,
DHS795-254.00,1,25.2365,,,,,
DHS795-254-00,1,25.2365,,,,,
R143018,1,25.2365,,,,,
R143018000,1,25.2365,,,,,
DHS812-252.00,1,21.9215,,,,,
DHS812-252-00,1,21.9215,,,,,
DHS812-653.00,1,27.8035,,,,,
DHS812-653-00,1,27.8035,,,,,
DKE9-12-16-1-5,100,0.1955,,,,,
"DKE9-12-16-1,5",100,0.1955,,,,,
DK4-8-11-1-5,100,0.153,,,,,
DSBPZG1MSF,1,6.069,,,,,
D8-10,10,2.5925,,,,,
D11-1,2,37.893,,,,,
10500-11-1,2,37.893,,,,,
E0043-3C0,20,1.241,,,,,
T120RA3WNOIR,20,1.241,,,,,
E0606-01,100,0.544,,,,,
E0607-01,10,1.8955,,,,,
DHS515-101-50,10,1.8955,,,,,
E1RP2282S63,1,54.2555,,,,,
2282,1,54.2555,,,,,
GPK25F24V,1,62.2455,,,,,
V23154C0721B104,1,62.2455,,,,,
D4-GP4,100,0.5185,,,,,
GP6,100,1.0455,,,,,
HA21-6U3,20,2.108,,,,,
D1-6-3,20,2.108,,,,,
HA21-1U,10,1.717,,,,,
F50201A,10,1.717,,,,,
D1,10,1.717,,,,,
D1-1,10,1.717,,,,,
HA21F1A,10,1.717,,,,,
HM10BCL100G,10,9.52,,,,,
HM10 BCL 100G,10,9.52,,,,,
HM10DGA100G,10,5.3805,,,,,
H0500000000NW0A,1,133.059,,,,,
GZ1141,1,133.059,,,,,
13755D75,1,133.059,,,,,
H503-1-081-156,1,147.3985,,,,,
H5031-081-156,1,147.3985,,,,,
JET27-32V,2,15.691,,,,,
27-32V,2,15.691,,,,,
K151006NOIR,5,8.976,,,,,
K151006,5,8.976,,,,,
LM53611-005M,1,27.064,,,,,
LM53611005M,1,27.064,,,,,
LM53611-005W,1,43.3585,,,,,
LM53611005W,1,43.3585,,,,,
L22811-1,10,7.004,,,,,
22811-1,10,7.004,,,,,
9200001,10,7.004,,,,,
MB2061SS4W01BA,1,276.6155,,,,,
MB2061,1,276.6155,,,,,
MS27980-1N,50,0.595,,,,,
MS27980-9N,100,0.323,,,,,
MS29561-123,25,4.012,,,,,
MS29561-128,10,4.9555,,,,,
100-128-2316,10,4.9555,,,,,
MS29561-217,10,4.5645,,,,,
MS51957-32B,10,1.8615,,,,,
MS9685-08,1,13.039,,,,,
9685-08,1,13.039,,,,,
MS9687-07,2,6.545,,,,,
NAS601-12P,100,1.377,,,,,
NAS603-8,50,0.4335,,,,,
NU503-1,100,0.3825,,,,,
1903367001,100,0.3825,,,,,
190336701,100,0.3825,,,,,
NU504-1,10,0.646,,,,,
NU602,200,0.153,,,,,
PE30LPRPAAL1KM,1,35.938,,,,,
PE30LLFR102MABG069,1,35.938,,,,,
Q4681,1,255.527,,,,,
3020865,1,255.527,,,,,
SY20306,1,255.527,,,,,
R13316-Z12,10,3.366,,,,,
SLW40442M50BP,1,256.5385,,,,,
A0205BE112L3,1,256.5385,,,,,
SL210M3-1,10,3.196,,,,,
SL210M5-1,10,3.162,,,,,
SL4-305,10,5.185,,,,,
SL212M5-1,5,4.6155,,,,,
SL5-305,10,6.7915,,,,,
SRDJ-M3,1,126.514,,,,,
420204F,1,126.514,,,,,
SSM2S,10,0.476,,,,,
SSMM2B,10,0.476,,,,,
SST2H,100,0.4675,,,,,
D4-S6-400SS,10,13.1155,,,,,
S6-400SS,10,13.1155,,,,,
TLPD429BS,100,0.3995,,,,,
TLP/D429BS,100,0.3995,,,,,
TLPK424BS,10,2.7455,,,,,
1-163035-0,50,0.6035,,,,,
1-163032-9,20,1.071,,,,,
1-163036-0,50,0.578,,,,,
1-163038-0,100,0.425,,,,,
1-480351-0,5,0.238,,,,,
"1,63X7,65-61D6",2,12.444,,,,,
1-63X7-65-61D6,2,12.444,,,,,
1-6X7-65-61D6,2,12.444,,,,,
1-6X7-65D616,2,12.444,,,,,
1-78X6-07-24B7,5,8.721,,,,,
MS28775-010.,5,8.721,,,,,
"1,78X6,07-24B7",5,8.721,,,,,
6-07X1-78-24B7,5,8.721,,,,,
"1,83X10,52-61D6",2,12.631,,,,,
1-83X10-52-61D6,2,12.631,,,,,
"1,83X8,92-61D6",2,12.5545,,,,,
1-83X8-92-61D6,2,12.5545,,,,,
1N3942,5,19.4735,,,,,
F102,5,19.4735,,,,,
120VC01,1,82.3565,,,,,
117547,1,67.1755,,,,,
12739-1,1,68.068,,,,,
129517,1,28.186,,,,,
130852-1,1,59.84,,,,,
13196-2254,5,9.435,,,,,
138517,1,32.3765,,,,,
141010-1,100,0.2805,,,,,
15-020,20,0.731,,,,,
15-54X2-62-20B8,5,20.655,,,,,
15X6-2X0-7,20,1.5215,,,,,
TF15X6-2X0-7,20,1.5215,,,,,
"15X6,2X0,7",20,1.5215,,,,,
151679-9,20,0.714,,,,,
1531,1,70.363,,,,,
45140,1,70.363,,,,,
163082-1,100,0.561,,,,,
163084-1,100,0.663,,,,,
ASN-A3102-8803,100,0.663,,,,,
163086-1,20,0.9945,,,,,
163088-1,20,0.782,,,,,
163304-4,50,0.8245,,,,,
163305-4,100,0.1955,,,,,
163307-4,100,0.85,,,,,
163557-4,100,0.799,,,,,
163558-4,100,0.799,,,,,
181935-2,100,0.7395,,,,,
18XF120BS,1,35.8955,,,,,
215012018,1,35.8955,,,,,
2-21X16-36-50D6,2,11.186,,,,,
"2,21X16,36-50D6",2,11.186,,,,,
181936-2,100,0.714,,,,,
"2,21X16,36-61D6",2,13.889,,,,,
2-21X16-36-61D6,2,13.889,,,,,
"2,5X19-23B7",5,10.0895,,,,,
2-5X19-23B7,5,10.0895,,,,,
"2,5PA108",10,2.9155,,,,,
2-5PA108,10,2.9155,,,,,
25PA108,10,2.9155,,,,,
"2,95X23,47-61D6",2,16.0055,,,,,
2-95X23-47-61D6,2,16.0055,,,,,
2X16-2-23B7,5,9.2905,,,,,
"2X16,2-23B7",5,9.2905,,,,,
2X16-2B237,5,9.2905,,,,,
200333-1,10,5.032,,,,,
201568-1,10,4.692,,,,,
205089-1,10,3.009,,,,,
207LONG100,2,26.9195,,,,,
207LG100,2,26.9195,,,,,
207563-1,2,48.858,,,,,
207567-1,10,8.194,,,,,
21215AD2406LE,100,0.1955,,,,,
21215AD3215LE,100,0.6205,,,,,
L21215-32-15ADL,100,0.6205,,,,,
21215DB2406,100,0.1445,,,,,
L21215-24-6DB,100,0.1445,,,,,
21215DB2408,100,0.1445,,,,,
L21215-24-8DB,100,0.1445,,,,,
21215DB2416,100,0.2805,,,,,
21215DC2406J,100,0.204,,,,,
L21215-24-6DCJ,100,0.204,,,,,
21215DC2407J,200,0.0765,,,,,
L21215-24-7DCJ,200,0.0765,,,,,
21215DC2408J,100,0.2125,,,,,
L21215-24-8DCJ,100,0.2125,,,,,
21215DC2410J,100,0.2295,,,,,
L21215-24-10DCJ,100,0.2295,,,,,
21215DC3205J,100,0.068,,,,,
L21215-32-5DCJ,100,0.068,,,,,
21215DC3206J,100,0.221,,,,,
L21215-32-6DCJ,100,0.221,,,,,
21215DC3208J,100,0.2295,,,,,
L21215-32-8DCJ,100,0.2295,,,,,
21215DC3209J,50,0.2465,,,,,
L21215-32-9DCJ,50,0.2465,,,,,
21215DC3210J,100,0.2635,,,,,
L21215-32-10DCJ,100,0.2635,,,,,
21215DC3211J,100,0.272,,,,,
L21215-32-11DCJ,100,0.272,,,,,
21215DC3212J,100,0.2805,,,,,
L21215-32-12DCJ,100,0.2805,,,,,
21215DC3215J,100,0.3145,,,,,
L21215-32-15DCJ,100,0.3145,,,,,
21215DC3218J,100,0.34,,,,,
21215DC3232J,100,0.4675,,,,,
L21215-32-32DCJ,100,0.4675,,,,,
21215DC4010J,100,0.2975,,,,,
L21215-40-10DCJ,100,0.2975,,,,,
21215DC3240J,100,0.5355,,,,,
21215DC4011J,100,0.3145,,,,,
L21215-40-11DCJ,100,0.3145,,,,,
21215DC4012J,100,0.3145,,,,,
L21215-40-12DCJ,100,0.3145,,,,,
21215DC4015J,100,0.374,,,,,
L21215-40-15DCJ,100,0.374,,,,,
21215DC4810J,100,0.374,,,,,
L21215-48-10DCJ,100,0.374,,,,,
21215DC4812J,100,0.3995,,,,,
L21215-48-12DCJ,100,0.3995,,,,,
21215DC4814J,100,0.442,,,,,
L21215-48-14DCJ,100,0.442,,,,,
21215DC4830J,100,0.7395,,,,,
21215TB2404,100,0.6205,,,,,
L21215-24-4TB,100,0.6205,,,,,
21215TB2407,100,0.7395,,,,,
21215TB2410,100,0.8415,,,,,
21215TB2412,10,1.547,,,,,
L21215-24-12TB,10,1.547,,,,,
21215TB3206,100,1.0115,,,,,
L21215-32-6TB,100,1.0115,,,,,
21215TB3208,100,1.139,,,,,
L21215-32-8TB,100,1.139,,,,,
21215TB3207,100,1.071,,,,,
L21215-32-7TB,100,1.071,,,,,
21215TB3209,100,1.19,,,,,
L21215-32-9TB,100,1.19,,,,,
21215TB3210,10,2.023,,,,,
L21215-32-10TB,10,2.023,,,,,
21215TB3212,100,1.377,,,,,
L21215-32-12TB,100,1.377,,,,,
21217AD3212LE,100,0.3315,,,,,
L21217-32-12ADL,100,0.3315,,,,,
21217DB2408,100,0.119,,,,,
L21217-24-8DB,100,0.119,,,,,
21217AD4007LE,100,0.3315,,,,,
L21217-40-07ADL,100,0.3315,,,,,
21217DB2406,100,0.119,,,,,
L21217-24-6DB,100,0.119,,,,,
21217DB3208,100,0.119,,,,,
21217DB3209,100,0.1445,,,,,
L21217-32-9DB,100,0.1445,,,,,
21217DC2404J,200,0.1445,,,,,
L21217-24-4DCJ,200,0.1445,,,,,
21217DC2405J,200,0.1445,,,,,
L21217-24-5DCJ,200,0.1445,,,,,
21217DC2406J,100,0.153,,,,,
21217DC024006J,100,0.153,,,,,
L21217-24-6DCJ,100,0.153,,,,,
21217DC2407J,100,0.1785,,,,,
L21217-24-7DCJ,100,0.1785,,,,,
21217DC2408J,100,0.1785,,,,,
21217DC24-08J,100,0.1785,,,,,
L21217-24-8DCJ,100,0.1785,,,,,
21217DC2412J,100,0.1955,,,,,
L21217-24-12DCJ,100,0.1955,,,,,
21217DC2409J,100,0.1785,,,,,
L21217-24-9DCJ,100,0.1785,,,,,
21217DC2410J,100,0.187,,,,,
L21217-24-10DCJ,100,0.187,,,,,
21217DC2414J,100,0.187,,,,,
L21217-24-14DCJ,100,0.187,,,,,
21217DC2415J,100,0.1955,,,,,
L21217-24-15DCJ,100,0.1955,,,,,
21217DC2417J,100,0.2295,,,,,
L21217-24-17DCJ,100,0.2295,,,,,
21217DC3205J,100,0.1275,,,,,
L21217-32-5DCJ,100,0.1275,,,,,
21217DC3206J,100,0.1785,,,,,
L21217-32-6DCJ,100,0.1785,,,,,
21217DC3208J,100,0.1955,,,,,
L21217-32-8DCJ,100,0.1955,,,,,
21217DC3209J,100,0.204,,,,,
21217DC3210J,100,0.2125,,,,,
L21217-32-10DCJ,100,0.2125,,,,,
21217DC3212J,100,0.2295,,,,,
L21217-32-12DCJ,100,0.2295,,,,,
21217DC3215J,100,0.2635,,,,,
L21217-32-15DCJ,100,0.2635,,,,,
21217DC3228J,100,0.391,,,,,
21217DC4007J,200,0.1445,,,,,
L21217-40-7DCJ,200,0.1445,,,,,
21217DC4009J,100,0.238,,,,,
L21217-40-9DCJ,100,0.238,,,,,
21217DC4010J,100,0.272,,,,,
L21217-40-10DCJ,100,0.272,,,,,
21217DC4011J,100,0.1445,,,,,
21217DC4812J,100,0.34,,,,,
L21217-48-12DCJ,100,0.34,,,,,
21217DC4013J,100,0.2975,,,,,
L21217-40-13DCJ,100,0.2975,,,,,
21217TB2404,100,0.357,,,,,
L21217-24-4TB,100,0.357,,,,,
21217TB2408,100,0.731,,,,,
L21217-24-8TB,100,0.731,,,,,
21217TB3208,100,0.952,,,,,
L21217-32-8TB,100,0.952,,,,,
21217TB3210,100,1.071,,,,,
L21217-32-10TB,100,1.071,,,,,
22125BC030010L,50,1.394,,,,,
L22125-30-10BCL,50,1.394,,,,,
22125BC040012L,50,1.9295,,,,,
L22125-40-12BCL,50,1.9295,,,,,
22125BC040008L,20,1.955,,,,,
L22125-40-8BCL,20,1.955,,,,,
22125BC040014L,10,2.5415,,,,,
L22125-40-14BCL,10,2.5415,,,,,
22125BC040016L,10,5.3975,,,,,
L22125-40-16BCL,10,5.3975,,,,,
22125BC040018L,25,4.403,,,,,
L22125-40-18BCL,25,4.403,,,,,
22125BC040020L,10,5.3465,,,,,
L22125-40-20BCL,10,5.3465,,,,,
22125BC040024L,10,1.428,,,,,
L22125-40-24BCL,10,1.428,,,,,
22125BC040022L,20,5.0065,,,,,
L22125-40-22BCL,20,5.0065,,,,,
22125BC040026L,20,5.202,,,,,
L22125-40-26BCL,20,5.202,,,,,
22125BC040056L,10,4.267,,,,,
22125BC040068L,10,4.5135,,,,,
22125BC050010L,10,2.448,,,,,
22125BC050012L,10,2.7285,,,,,
9801051214,10,2.7285,,,,,
22125BC050014L,20,2.7965,,,,,
22125BC050018L,50,2.295,,,,,
22125BC050020L,10,5.4315,,,,,
22125BC050022L,10,5.5165,,,,,
22125BC050024L,10,5.899,,,,,
22125BC050026L,10,4.794,,,,,
22125BC050028L,10,5.8055,,,,,
22125BC050030L,10,4.097,,,,,
9801053014,10,4.097,,,,,
22125BC050032L,5,7.5225,,,,,
22125BC050034L,10,6.3495,,,,,
9801053414,10,6.3495,,,,,
22125BC050036L,10,6.4345,,,,,
9801053614,10,6.4345,,,,,
22125BC050038L,20,5.916,,,,,
22125BC050040L,20,5.984,,,,,
9801054014,20,5.984,,,,,
22125BC050044L,10,6.46,,,,,
22125BC050048L,10,6.222,,,,,
22125BC050052L,10,4.8875,,,,,
22125BC050068L,1,11.9425,,,,,
22125BC060010L,10,3.06,,,,,
22125BC060012L,10,3.1875,,,,,
22125BC060014L,10,3.332,,,,,
22125BC060016L,10,3.8335,,,,,
22125BC060018L,10,3.6805,,,,,
22125BC060026L,10,6.4345,,,,,
22125BC060032L,10,6.7575,,,,,
22125BC060036L,1,10.4295,,,,,
22125BC060042L,10,4.9895,,,,,
22125BC060038L,10,6.5705,,,,,
22125BC060046L,10,7.48,,,,,
22125BC060050L,10,5.321,,,,,
L22125-60-50BCL,10,5.321,,,,,
22125BC060052L,10,6.1625,,,,,
22125BC060060L,10,19.278,,,,,
L22125-60-60BCL,10,19.278,,,,,
22125BC070086L,2,12.852,,,,,
22125BC080016L,10,1.207,,,,,
22125BC080024L,10,5.746,,,,,
22125BC080032L,10,7.6415,,,,,
22125BC080026L,10,6.7575,,,,,
22125BC100070L,1,16.2775,,,,,
22125BE080026L,10,7.208,,,,,
22125BE080032L,10,1.8785,,,,,
22125BE080044L,10,8.3045,,,,,
22126BC040014L,20,2.176,,,,,
22126BC050014L,20,3.0005,,,,,
22126BC050012L,10,2.8305,,,,,
9802051214,10,2.8305,,,,,
22126BC050020L,10,7.8625,,,,,
22126BC050024L,10,8.109,,,,,
22126BC050028L,10,8.4915,,,,,
22126BC060012L,10,3.6635,,,,,
22126BC060026L,10,8.7635,,,,,
22126BC060014L,10,4.08,,,,,
22126BC060028L,10,8.874,,,,,
22126BC060036L,10,9.4605,,,,,
22126BC080024L,10,7.871,,,,,
22126BC080026L,1,12.8945,,,,,
22126BE080094L,5,24.565,,,,,
22126BE060016L,10,4.59,,,,,
22129BC080028L,10,15.045,,,,,
22129BC060024L,10,12.988,,,,,
L22129-60-24BCL,10,12.988,,,,,
22129BC080044L,10,17.3995,,,,,
22129BC080030L,10,15.317,,,,,
L22129-80-30BCL,10,15.317,,,,,
22129BC080068L,10,19.482,,,,,
L22129-80-68BCL,10,19.482,,,,,
22129BC080066L,10,18.8275,,,,,
22129BC080098L,1,28.6875,,,,,
22129BC100110L,5,30.7615,,,,,
22129BE140166L,2,61.3955,,,,,
L22129-140-166BEL,2,61.3955,,,,,
22129BE140182L,1,65.4585,,,,,
22182BC030015L,10,2.1845,,,,,
L22182-30-15BCL,10,2.1845,,,,,
22183BC040015L,20,2.2525,,,,,
L22183-40-15BCL,20,2.2525,,,,,
22201BC050003L,10,5.389,,,,,
L22201-50-3BCL,10,5.389,,,,,
22201BC050004L,20,4.8535,,,,,
L22201-50-4BCL,20,4.8535,,,,,
22201BC050005L,10,5.423,,,,,
L22201-50-5BCL,10,5.423,,,,,
22201BC050006L,10,5.491,,,,,
L22201-50-6BCL,10,5.491,,,,,
22201BC050007L,10,5.5165,,,,,
L22201-50-7BCL,10,5.5165,,,,,
22201BC050008L,10,5.5845,,,,,
L22201-50-8BCL,10,5.5845,,,,,
22201BC050009L,20,5.049,,,,,
L22201-50-9BCL,20,5.049,,,,,
22201BC050010L,10,5.661,,,,,
L22201-50-10BCL,10,5.661,,,,,
22201BC050011L,10,5.695,,,,,
L22201-50-11BCL,10,5.695,,,,,
22201BC050012L,10,5.7545,,,,,
L22201-50-12BCL,10,5.7545,,,,,
22201BC050013L,10,5.797,,,,,
L22201-50-13BCL,10,5.797,,,,,
22201BC050016L,10,5.95,,,,,
L22201-50-16BCL,10,5.95,,,,,
22201BC050015L,20,5.2955,,,,,
L22201-50-15BCL,20,5.2955,,,,,
22201BC050018L,10,6.0775,,,,,
L22201-50-18BCL,10,6.0775,,,,,
22201BC050019L,10,6.12,,,,,
L22201-50-19BCL,10,6.12,,,,,
22201BC050020L,10,6.018,,,,,
L22201-50-20BCL,10,6.018,,,,,
22201BC050022L,20,5.6015,,,,,
22201BC050024L,10,6.29,,,,,
L22201-50-24BCL,10,6.29,,,,,
22201BC050030L,10,6.5875,,,,,
L22201-50-30BCL,10,6.5875,,,,,
22201BC050032L,10,6.8425,,,,,
L22201-50-32BCL,10,6.8425,,,,,
22201BC050036L,10,6.8765,,,,,
L22201-50-36BCL,10,6.8765,,,,,
22201BC050046L,10,7.0295,,,,,
22201BC050050L,10,7.225,,,,,
22201BC050052L,10,7.0295,,,,,
L22201-50-52BCL,10,7.0295,,,,,
22201BC050054L,1,11.05,,,,,
L22201-50-54BCL,1,11.05,,,,,
22201BC050056L,5,11.1265,,,,,
L22201-50-56BCL,5,11.1265,,,,,
22201BC050072L,1,12.0105,,,,,
22201BC060004L,20,5.185,,,,,
L22201-60-4BCL,20,5.185,,,,,
22201BC060006L,10,5.746,,,,,
L22201-60-6BCL,10,5.746,,,,,
22201BC060005L,10,5.8735,,,,,
L22201-60-5BCL,10,5.8735,,,,,
22201BC060007L,5,7.1315,,,,,
L22201-60-7BCL,5,7.1315,,,,,
22201BC060008L,20,5.355,,,,,
L22201-60-8BCLE,20,5.355,,,,,
L22201-60-8BCL,20,5.355,,,,,
22201BC060009L,10,5.9245,,,,,
L22138BC060BCL,10,5.9245,,,,,
L22201-60-9BCL,10,5.9245,,,,,
22201BC060010L,10,6.086,,,,,
L22201-60-10BCL,10,6.086,,,,,
22201BC060011L,10,6.1285,,,,,
L22201-60-11BCL,10,6.1285,,,,,
22201BC060013L,10,6.239,,,,,
L22201-60-13BCL,10,6.239,,,,,
22201BC060014L,10,6.12,,,,,
L22201-60-14BCL,10,6.12,,,,,
22201BC060016L,10,6.2305,,,,,
L22201-60-16BCL,10,6.2305,,,,,
22201BC060018L,10,6.3665,,,,,
L22201-60-18BCL,10,6.3665,,,,,
22201BC060026L,10,4.6325,,,,,
22201BC060022L,10,6.7915,,,,,
22201BC060024L,10,6.8425,,,,,
L22201-60-24BCL,10,6.8425,,,,,
22201BC060029L,10,7.157,,,,,
L22201-60-29BCL,10,7.157,,,,,
22201BC060030L,10,7.0295,,,,,
L22201-60-30BCL,10,7.0295,,,,,
22201BC060036L,10,7.276,,,,,
L22201-60-36BCL,10,7.276,,,,,
22201BC060038L,10,7.072,,,,,
L22201-60-38BCL,10,7.072,,,,,
22201BC060048L,10,7.4545,,,,,
L22201-60-48BCL,10,7.4545,,,,,
22201BC060044L,10,18.479,,,,,
22201BC060050L,10,7.5395,,,,,
L22201-60-50BCL,10,7.5395,,,,,
22201BC060052L,5,9.2565,,,,,
22201BC060054L,1,18.615,,,,,
22201BC060060L,10,7.973,,,,,
L22201-60-60BCL,10,7.973,,,,,
22201BC060068L,1,18.479,,,,,
L22201-60-68BCL,1,18.479,,,,,
22201BC080005L,10,6.341,,,,,
L22201-80-5BCL,10,6.341,,,,,
22201BC080006L,5,7.684,,,,,
L22201-80-6BCL,5,7.684,,,,,
22201BC080008L,2,8.9505,,,,,
L22201-80-8BCL,2,8.9505,,,,,
22201BC080009L,10,6.7745,,,,,
L22201-80-9BCL,10,6.7745,,,,,
22201BC080012L,10,6.9955,,,,,
L22201-80-12BCL,10,6.9955,,,,,
22201BC080014L,10,6.8935,,,,,
L22201-80-14BCL,10,6.8935,,,,,
22201BC080013L,10,7.072,,,,,
L22201-80-13BCL,10,7.072,,,,,
22201BC080015L,10,7.1655,,,,,
L22201-80-15BCL,10,7.1655,,,,,
22201BC080016L,10,7.1145,,,,,
L22201-80-16BCL,10,7.1145,,,,,
22201BC080019L,10,7.463,,,,,
L22201-80-19BCL,10,7.463,,,,,
22201BC080020L,10,7.565,,,,,
L22201-80-20BCL,10,7.565,,,,,
22201BC080025L,10,7.99,,,,,
L22201-80-25BCL,10,7.99,,,,,
22201BC080046L,10,8.2535,,,,,
L22201-80-46BCL,10,8.2535,,,,,
22201BC080032L,10,8.3385,,,,,
22201BC080058L,10,8.8655,,,,,
L22201-80-58BCL,10,8.8655,,,,,
22201BC080066L,1,13.8295,,,,,
22201BC080062L,1,45.6705,,,,,
L22201-80-62BCL,1,45.6705,,,,,
22201BC120018L,1,3.8845,,,,,
22201BC080068L,2,13.005,,,,,
L22201-80-68BCL,2,13.005,,,,,
22201BC120034L,5,11.6875,,,,,
22201BC120074L,1,9.775,,,,,
22201BC120102L,1,22.814,,,,,
L22201-120-102BCL,1,22.814,,,,,
22201BC120080L,1,20.3575,,,,,
L22201-120-80BCL,1,20.3575,,,,,
22201BE050003L,10,5.3125,,,,,
22201BE060010L,10,5.899,,,,,
22201BE060009L,10,5.9415,,,,,
22201BE060012L,10,6.205,,,,,
L22201-60-12BEL,10,6.205,,,,,
22201BE060020L,1,6.63,,,,,
22201BE070012L,10,6.494,,,,,
22201BE080009L,10,6.7405,,,,,
L22201-80-9BEL,10,6.7405,,,,,
22201BE080016L,10,7.055,,,,,
22201BE080018L,10,7.429,,,,,
L22201-80-18BEL,10,7.429,,,,,
22201BE080020L,10,7.565,,,,,
22201BE080022L,10,6.0945,,,,,
22201BE080024L,10,7.82,,,,,
22201BE080032L,10,8.5595,,,,,
L22201-80-32BEL,10,8.5595,,,,,
22201BE080034L,1,11.3985,,,,,
22201BE080034M,1,11.3985,,,,,
22201BE080050M,5,10.2,,,,,
22202BC060020L,10,10.5995,,,,,
L22202-60-20BCL,10,10.5995,,,,,
22202BC050003L,10,8.7975,,,,,
L22202-50-3BCL,10,8.7975,,,,,
22202BC050004L,10,0.765,,,,,
22202BC060030L,5,5.083,,,,,
22202BC060050L,10,15.147,,,,,
L22202-60-50BCL,10,15.147,,,,,
22202BC080005L,10,10.336,,,,,
22202BC080029L,10,13.0985,,,,,
22202BE080040L,10,16.014,,,,,
22202BE080028L,5,14.5095,,,,,
22208BC030006L,20,0.629,,,,,
22208BC030008L,20,1.6915,,,,,
L22208-30-8BCL,20,1.6915,,,,,
22208BC030010L,10,1.8955,,,,,
L22208-30-10BCL,10,1.8955,,,,,
22208BC030012L,10,0.7905,,,,,
22208BC040006L,10,0.714,,,,,
L22208-40-6BCL,10,0.714,,,,,
22208BC030014L,10,2.1165,,,,,
L22208-30-14BCL,10,2.1165,,,,,
22208BC040008L,10,2.057,,,,,
22208BC040010L,10,1.377,,,,,
2220BC040010L,10,1.377,,,,,
L22208-40-10BCL,10,1.377,,,,,
22208BC040010T,1,7.6755,,,,,
L22208-40-10BCT,1,7.6755,,,,,
22208BC040014L,20,2.346,,,,,
L22208-40-14BCL,20,2.346,,,,,
22208BC040016L,10,2.499,,,,,
L22208-40-16BCL,10,2.499,,,,,
22208BC040018L,10,2.618,,,,,
22208BC040012L,50,1.4705,,,,,
L22208-40-12BCL,50,1.4705,,,,,
22208BC040020L,10,0.9775,,,,,
L22208-40-20BCL,10,0.9775,,,,,
22208BC040028L,10,1.1815,,,,,
22208BC050008L,10,0.8415,,,,,
L22208-50-8BCL,10,0.8415,,,,,
22208BC050010L,20,2.142,,,,,
L22208-50-10BCL,20,2.142,,,,,
22208BC050012T,10,2.142,,,,,
